Fruit,Stem,Flower,Leaf,Label
,,52545.0,,592
12999.0,,57893.0,62166.0,140
33523.0,,26537.0,9464.0,115
,,55254.0,,947
,,12548.0,,812
,,,26626.0,853
,,26558.0,,751
,,65582.0,5696.0,717
31772.0,,24092.0,40754.0,77
,,25497.0,,688
45949.0,40324.0,18362.0,61807.0,9
,,9161.0,,742
,,29297.0,,575
45596.0,54858.0,16433.0,51819.0,121
,,62854.0,24745.0,428
49161.0,,,,890
,,63974.0,10137.0,262
,,60266.0,62458.0,89
15655.0,45883.0,26262.0,11162.0,3
,,31576.0,51161.0,57
,,44889.0,,219
,,30033.0,46802.0,39
,,37679.0,31698.0,191
,,27213.0,,462
,,52727.0,,882
10399.0,50075.0,8413.0,58188.0,4
43259.0,,6467.0,,824
,,18787.0,41898.0,292
,,5751.0,44970.0,194
,,8447.0,9867.0,416
,,9744.0,47305.0,423
61930.0,41080.0,65425.0,15505.0,6
35449.0,,60408.0,61643.0,146
,,7704.0,16650.0,741
,,59457.0,,773
,,7673.0,,525
33149.0,,,59491.0,724
,,41025.0,29012.0,475
549.0,,14864.0,,168
,,23850.0,57868.0,151
,,38186.0,,213
64466.0,5091.0,,12563.0,352
,,24706.0,,503
,,2604.0,,554
36299.0,19897.0,1027.0,41854.0,2
19307.0,19489.0,,16886.0,148
4329.0,,62177.0,43319.0,396
82.0,,54535.0,23189.0,209
8055.0,44661.0,2482.0,15522.0,4
,,63434.0,,685
,,15737.0,,294
,,36919.0,,448
14113.0,16753.0,54056.0,6277.0,11
27482.0,40591.0,18568.0,17514.0,9
,,49379.0,35916.0,482
,,20883.0,,685
537.0,,884.0,17085.0,133
,,22761.0,,526
,,47741.0,33417.0,39
,,27078.0,12022.0,143
,,8711.0,51132.0,13
,,63544.0,,649
,,33183.0,50648.0,405
46804.0,,49409.0,49960.0,209
,,34124.0,32394.0,157
,,29147.0,,590
,,21390.0,,463
,,21528.0,6275.0,506
55465.0,,32547.0,50143.0,20
56048.0,45042.0,56897.0,48132.0,67
,,49126.0,,336
13687.0,,58010.0,,528
,,21746.0,54534.0,63
20943.0,18029.0,44438.0,42978.0,47
54261.0,34061.0,12071.0,10823.0,117
,,60759.0,,392
24125.0,29924.0,27038.0,25873.0,82
62298.0,43141.0,25498.0,8543.0,53
,14528.0,,6338.0,706
,,49157.0,,738
,,1865.0,,443
,,57743.0,23501.0,78
10107.0,53781.0,42188.0,32622.0,17
14920.0,52584.0,19703.0,31867.0,9
,,52032.0,,682
,,56323.0,48469.0,78
,,11709.0,66446.0,332
60457.0,,61028.0,50143.0,20
25466.0,1532.0,30487.0,57352.0,268
52362.0,,47884.0,,161
10256.0,,56925.0,14242.0,209
63009.0,,10651.0,9450.0,7
,,11597.0,,351
,,27022.0,,75
,,26936.0,40450.0,482
,,64507.0,55001.0,697
,,60869.0,50566.0,198
63887.0,,46594.0,,550
,,,67811.0,470
,,44144.0,,380
50454.0,36749.0,54516.0,36895.0,50
32322.0,11662.0,61289.0,52437.0,19
,,29895.0,,534
,,1286.0,,495
,,,21435.0,722
14377.0,,23235.0,,164
33523.0,,42129.0,9464.0,115
,,42496.0,,812
54565.0,,20594.0,15335.0,412
,,,16039.0,672
,,46572.0,34758.0,441
,,42538.0,,226
,,5342.0,,498
,,7925.0,53222.0,89
,,22972.0,53189.0,305
,,15570.0,29332.0,375
34228.0,,64960.0,17838.0,68
24926.0,,24881.0,8507.0,293
1876.0,,10041.0,,508
,,50692.0,28749.0,157
,34316.0,41583.0,51827.0,81
,,64926.0,32296.0,524
54961.0,,21425.0,20364.0,77
,,55133.0,2281.0,728
,,2699.0,,402
,18973.0,,13741.0,138
,26892.0,21968.0,1769.0,26
,,27265.0,28561.0,78
42095.0,,46183.0,,161
,,12792.0,43273.0,238
,,61111.0,,677
,20959.0,33547.0,26352.0,64
65550.0,,50174.0,52350.0,88
32088.0,,64296.0,49069.0,225
,,7063.0,,540
787.0,25981.0,,67076.0,91
,1608.0,,40891.0,370
,,39377.0,,113
2104.0,24420.0,32981.0,16517.0,15
,,33112.0,25523.0,104
64350.0,,24752.0,,548
32329.0,,11090.0,12643.0,20
,,40546.0,36330.0,203
,,8318.0,26569.0,29
,,50346.0,,181
,,54041.0,,290
,,61198.0,,113
,,38286.0,,759
,,64945.0,,787
,,65794.0,,861
,,32161.0,4728.0,314
54437.0,6989.0,,52881.0,85
10256.0,,23532.0,14242.0,209
,,29037.0,,318
,50658.0,48794.0,30068.0,36
,,44864.0,,125
,,49722.0,,266
,,29623.0,,841
,,41688.0,,226
,,,56070.0,837
,,38652.0,56900.0,400
28261.0,,18996.0,14160.0,260
,,48471.0,,481
,,4592.0,47528.0,135
,,22876.0,,211
,,29102.0,,535
,,35762.0,,662
14270.0,10418.0,33504.0,12710.0,32
61569.0,55740.0,57150.0,26867.0,65
45845.0,26181.0,63556.0,58999.0,186
,,45612.0,,291
,,29936.0,,535
47244.0,,67204.0,3456.0,77
,,45867.0,,502
31855.0,61247.0,44471.0,4382.0,15
,,8540.0,49566.0,388
60174.0,7574.0,25765.0,24367.0,22
,,,54452.0,924
,,22556.0,65621.0,474
,,25573.0,2905.0,305
,,46162.0,,646
,,18214.0,,221
,,16827.0,,776
,,38549.0,,663
39701.0,,65449.0,11325.0,522
,,27169.0,,583
,,24447.0,,421
59900.0,24984.0,,4770.0,91
,,54619.0,20419.0,112
66609.0,,65454.0,,512
16492.0,17417.0,,31557.0,218
,,10355.0,,586
,,19022.0,64853.0,13
2027.0,14684.0,,2448.0,218
,,,7023.0,689
53960.0,39559.0,5975.0,15703.0,28
,,27532.0,,261
,,31067.0,,854
7667.0,11805.0,61236.0,45793.0,111
,,64467.0,14723.0,13
,,26791.0,,756
,,22654.0,,586
23826.0,13521.0,12327.0,41703.0,46
,,,6250.0,471
,,11371.0,,109
32301.0,,61854.0,50091.0,319
,,37949.0,,638
,,51388.0,,76
28312.0,,58880.0,38130.0,115
62262.0,,57978.0,,411
39375.0,33380.0,67118.0,27501.0,33
54888.0,29918.0,4397.0,64642.0,58
59079.0,,57067.0,,484
,,13439.0,,770
,,9818.0,,488
13687.0,,27394.0,,528
,,36240.0,,948
38718.0,,45675.0,,282
,,20115.0,,810
519.0,61786.0,33245.0,15748.0,14
,,13697.0,,533
20690.0,38489.0,30089.0,60158.0,16
,,25699.0,49583.0,216
11586.0,,66168.0,11753.0,173
,,23536.0,43273.0,238
,,1364.0,28395.0,272
,,60015.0,33234.0,585
,,52150.0,,883
18184.0,,13806.0,34280.0,419
,,29431.0,,875
,,52892.0,5808.0,423
36469.0,,62019.0,,485
2357.0,,24430.0,47179.0,150
,,61219.0,17769.0,216
,,29492.0,2970.0,405
15154.0,,65883.0,,431
41972.0,32701.0,34307.0,52876.0,43
,,62713.0,32421.0,778
35840.0,53771.0,,60460.0,128
27135.0,,347.0,528.0,77
39792.0,,17371.0,,480
,,36695.0,47672.0,39
44078.0,,21449.0,,297
,,64962.0,,377
10803.0,17999.0,,,344
60396.0,13681.0,57499.0,20120.0,1
34883.0,42975.0,49229.0,21485.0,42
,,28766.0,14964.0,166
39332.0,56942.0,54106.0,24974.0,43
,,26740.0,,459
11586.0,,20490.0,724.0,173
,,42169.0,33886.0,166
,,324.0,,167
,42705.0,49143.0,60278.0,21
3263.0,,9816.0,,306
,,6422.0,,462
58482.0,,3104.0,35395.0,68
,,53729.0,,767
,,38446.0,,421
,,37651.0,14128.0,205
58438.0,36524.0,18072.0,28696.0,45
,,8168.0,,602
54700.0,24.0,55585.0,50710.0,119
,,61519.0,54260.0,530
,,43570.0,,401
14739.0,,65200.0,,509
,,64014.0,,656
,,5617.0,,368
,,56042.0,,783
,,6744.0,,649
,3543.0,,2539.0,425
,,1130.0,,116
2228.0,40236.0,39456.0,35147.0,154
,,51532.0,2296.0,29
7443.0,,34868.0,59998.0,52
20738.0,38398.0,50172.0,63674.0,5
42197.0,5786.0,,554.0,134
,,41245.0,,351
,,3219.0,59600.0,106
,,52166.0,,734
,,1144.0,47701.0,182
,34316.0,2659.0,63926.0,81
,,18297.0,41431.0,112
13167.0,20886.0,,22650.0,355
,,30295.0,24434.0,315
64144.0,12316.0,,43039.0,227
,,55172.0,,661
,,9030.0,,891
,,21740.0,23380.0,387
,,12338.0,21781.0,460
43290.0,,,,942
,,44967.0,21377.0,204
,,66836.0,27658.0,157
,,43201.0,18301.0,664
,,56760.0,,364
32520.0,44800.0,22581.0,6599.0,114
58468.0,64481.0,28889.0,23936.0,58
,,52298.0,21524.0,620
45967.0,17165.0,58299.0,10610.0,8
67427.0,40500.0,,44082.0,27
,13129.0,,66401.0,237
,,10054.0,,583
,18605.0,49103.0,28521.0,21
,,7556.0,10844.0,727
,,43378.0,25418.0,327
,,23516.0,46766.0,40
,,,1045.0,342
,,22032.0,,882
59350.0,21739.0,47307.0,2041.0,11
,,32233.0,,351
,,35843.0,24963.0,216
43505.0,9956.0,53727.0,48240.0,50
,,59756.0,,420
,,43629.0,,381
,,60679.0,63225.0,335
5859.0,,40664.0,,168
,,15378.0,,385
,,52966.0,13985.0,151
,,61262.0,,76
,,46001.0,,661
,,3935.0,,594
,,11.0,58539.0,29
13152.0,36952.0,,62560.0,192
,,52201.0,44403.0,284
4113.0,,63595.0,55702.0,466
,,29396.0,,835
,,26207.0,,235
,,,152.0,470
32077.0,27382.0,49902.0,36655.0,70
41104.0,49169.0,4692.0,2288.0,82
17407.0,24172.0,57161.0,7271.0,11
,,15709.0,35315.0,475
,,57889.0,,708
22298.0,12316.0,,5626.0,227
,,59067.0,,453
61117.0,10079.0,6926.0,29505.0,3
,,25644.0,43055.0,136
,27328.0,62489.0,35465.0,96
10677.0,11391.0,44107.0,49920.0,5
,,,34358.0,471
47781.0,19730.0,61180.0,40054.0,2
18205.0,,3470.0,67421.0,210
24810.0,,38840.0,7278.0,86
,,51940.0,,517
42091.0,41298.0,37470.0,5127.0,62
,,34891.0,,600
5600.0,21140.0,8175.0,12194.0,69
,,8989.0,,414
16305.0,62068.0,22845.0,45015.0,3
,,35618.0,,526
,,34649.0,,489
62986.0,,10957.0,,339
64483.0,,16780.0,25314.0,180
20699.0,36126.0,,26390.0,230
17858.0,64673.0,10266.0,64633.0,137
,,2890.0,,955
,,44659.0,,212
,,12546.0,16961.0,252
,,39021.0,,226
32763.0,,,40817.0,346
,,38359.0,,497
11272.0,27347.0,,63226.0,85
8154.0,4948.0,38310.0,36655.0,70
,,8137.0,,75
,,17323.0,57496.0,275
,,28949.0,,498
,,32755.0,51677.0,705
,,26676.0,59841.0,143
,,56866.0,64853.0,13
,,5503.0,,749
17644.0,,22399.0,20684.0,97
15936.0,,61687.0,52461.0,173
,,44759.0,,642
,49382.0,8665.0,1398.0,36
,,60761.0,,450
,,43641.0,23324.0,335
,,31699.0,17479.0,433
,,32130.0,8184.0,151
,,62657.0,,563
25470.0,26756.0,27443.0,14382.0,137
,,34221.0,,488
9051.0,,15355.0,,168
16804.0,9157.0,,22525.0,355
6848.0,,45166.0,,579
51273.0,37049.0,55423.0,14701.0,10
,,9485.0,,592
,,41052.0,8688.0,404
,,48654.0,50242.0,511
,,3143.0,,439
12038.0,54045.0,18193.0,18350.0,6
,,23744.0,,274
57074.0,,8594.0,59498.0,20
30095.0,,32466.0,40957.0,30
,,346.0,,497
40474.0,,28793.0,26360.0,349
,37139.0,,33052.0,425
17844.0,48857.0,,,354
,,62222.0,48846.0,335
,,35655.0,,544
59932.0,,2050.0,,234
,,31239.0,59841.0,143
,,20673.0,42592.0,735
48892.0,,37801.0,8265.0,246
,,20169.0,,762
38139.0,39100.0,9790.0,20608.0,200
,,51546.0,,606
,,27081.0,23356.0,193
13472.0,44183.0,51860.0,38564.0,70
,,61878.0,42509.0,151
,,32672.0,,357
16684.0,,18903.0,,168
10456.0,13495.0,57368.0,8999.0,35
59543.0,,54354.0,,369
,,28624.0,,712
,46858.0,63313.0,33267.0,26
,,11904.0,,540
,,28836.0,,861
22835.0,3523.0,15143.0,16517.0,15
,,58433.0,20749.0,254
,,28421.0,7722.0,428
47985.0,,13990.0,18074.0,52
,,45073.0,9024.0,303
27907.0,76.0,,34724.0,55
,,,28835.0,924
31147.0,21688.0,1034.0,29841.0,51
,,63260.0,47188.0,215
,,,9735.0,715
,,55184.0,,357
27315.0,15034.0,67362.0,53747.0,79
,,26887.0,60930.0,284
24024.0,21039.0,8103.0,44703.0,53
,,35935.0,2088.0,191
24583.0,36884.0,34159.0,48688.0,19
,,,15262.0,342
33297.0,43350.0,,24663.0,504
57361.0,7919.0,49709.0,59176.0,10
,,10066.0,,440
,,55645.0,8933.0,216
43109.0,28745.0,27052.0,5169.0,25
25397.0,20905.0,7904.0,51748.0,79
,,1047.0,,693
22052.0,34760.0,35157.0,54513.0,45
,,67207.0,,493
,,49749.0,,936
,,19437.0,55323.0,144
,,41755.0,,362
,,43295.0,,700
,,56225.0,,685
20789.0,,33109.0,,485
26941.0,,62817.0,38727.0,319
17813.0,3966.0,6994.0,57781.0,25
,,64518.0,,453
,,16120.0,,274
11172.0,1955.0,26263.0,28155.0,53
,,50572.0,,103
,,34572.0,,575
,,59001.0,,72
,,45100.0,,860
,,53274.0,,756
,18605.0,35405.0,15734.0,21
,,43547.0,65197.0,153
,,22138.0,,758
,,38766.0,,780
,,12513.0,,75
36726.0,,57657.0,,547
62608.0,,38861.0,,339
,,52457.0,3719.0,410
,,,24925.0,815
56570.0,,63454.0,,422
,50658.0,41801.0,29105.0,36
,,42901.0,,600
5110.0,,21505.0,42591.0,372
,,11513.0,,623
65756.0,,18380.0,58875.0,124
,,6155.0,,235
,,21293.0,,785
3845.0,,3576.0,,431
,,24181.0,,453
,,65623.0,,439
,21732.0,,26344.0,425
,,36931.0,,583
,,50406.0,52187.0,315
,,23509.0,,544
67728.0,,28865.0,,239
,,11715.0,,733
,,28325.0,,420
,,50725.0,63902.0,335
37664.0,14561.0,,18436.0,130
,,54823.0,12450.0,193
,38576.0,2713.0,53812.0,12
,,6479.0,29422.0,332
44160.0,,42017.0,62243.0,233
,,44132.0,6304.0,506
,,18360.0,33417.0,39
45211.0,,2940.0,50382.0,210
22293.0,46684.0,46940.0,61154.0,19
,,5205.0,,700
,,40496.0,,231
,,66847.0,,437
60061.0,22924.0,17511.0,60271.0,3
52021.0,,51316.0,8643.0,140
,,66137.0,,574
61495.0,29462.0,35871.0,52170.0,8
,,9946.0,42509.0,151
,,3090.0,,125
66593.0,50690.0,29967.0,6616.0,0
,,14175.0,,356
7112.0,45344.0,,980.0,27
25313.0,,61064.0,,206
,39300.0,,32793.0,237
,,40521.0,10330.0,182
,,64149.0,,712
,,48888.0,,503
,,16095.0,,636
,,24498.0,45966.0,153
48261.0,,23088.0,18251.0,94
,,43605.0,,469
,,12086.0,,649
,,451.0,52321.0,608
,,18416.0,,219
,,52554.0,5802.0,573
9589.0,15964.0,43330.0,64268.0,56
,,41482.0,38327.0,305
,41966.0,,66775.0,237
50887.0,15034.0,990.0,38163.0,79
,,57075.0,8020.0,359
,,54775.0,41342.0,501
,,12909.0,,769
,,5431.0,10775.0,222
,,33124.0,,543
,,23894.0,15564.0,375
,,49931.0,,565
32043.0,31232.0,35440.0,27326.0,429
,,35121.0,,125
,,,34912.0,582
,,55437.0,,103
40661.0,,3637.0,25494.0,210
,,55416.0,,568
50253.0,,3434.0,,270
,,29469.0,12793.0,460
2580.0,,21099.0,33928.0,68
65344.0,,49073.0,54685.0,105
,,17359.0,62268.0,347
67159.0,,5920.0,46256.0,265
,,45802.0,,426
,,13263.0,,674
31741.0,13940.0,43701.0,33785.0,1
,,63439.0,10583.0,263
38226.0,76.0,,9507.0,55
,,64924.0,,197
61513.0,41340.0,36197.0,7336.0,31
,,,42144.0,777
,,9608.0,54943.0,428
,37139.0,,26502.0,425
,1057.0,11669.0,11037.0,107
58748.0,52015.0,38134.0,39294.0,6
,,49557.0,,250
,,54822.0,,264
7288.0,29493.0,46368.0,27420.0,6
,,56788.0,36809.0,158
,,52588.0,,595
,,43777.0,,529
22346.0,,8222.0,7771.0,108
67355.0,4726.0,26189.0,36629.0,48
2208.0,,41554.0,28006.0,684
,,66175.0,3751.0,245
,,38827.0,52635.0,13
19201.0,13262.0,17287.0,11058.0,123
,,31955.0,,587
,,19985.0,,521
55303.0,20787.0,52541.0,42785.0,33
24317.0,27075.0,20969.0,47973.0,6
,,48452.0,,535
,,30607.0,,364
28776.0,8240.0,38689.0,11178.0,0
,,30029.0,,389
,,54494.0,,695
5650.0,,1619.0,,206
,,19392.0,,949
63645.0,,1535.0,,168
,,65104.0,,557
4839.0,,48320.0,63138.0,100
,,,35079.0,680
6073.0,24085.0,11398.0,67188.0,117
,,26138.0,57868.0,151
,,29325.0,,149
,,47237.0,33417.0,39
,,27506.0,17769.0,216
,,57965.0,,868
,,21093.0,,211
,,51476.0,,76
,,65496.0,,72
,,56397.0,,748
,,35977.0,1570.0,166
,,19881.0,24038.0,254
,,38183.0,,543
45521.0,40643.0,32884.0,32287.0,11
,,10377.0,,790
,,2877.0,,811
,,63002.0,3751.0,245
,,43663.0,,87
,,17300.0,,250
,,26115.0,43198.0,118
,,33714.0,63484.0,214
,,59856.0,,624
61170.0,,8879.0,,512
10803.0,38654.0,,,344
30379.0,,33269.0,18650.0,412
,,1641.0,,301
65247.0,50912.0,40914.0,29886.0,15
,,28738.0,,212
,,7922.0,,623
,,63973.0,67209.0,335
18795.0,,32369.0,,547
,,15494.0,,190
1559.0,42488.0,38358.0,27778.0,46
,,,61887.0,680
203.0,,4126.0,15354.0,84
,,25604.0,,298
17532.0,11457.0,34575.0,53014.0,25
28188.0,37947.0,21915.0,19400.0,60
,,445.0,,125
,,36454.0,23376.0,386
,,29930.0,52812.0,199
,,60887.0,42338.0,193
26941.0,,30437.0,7414.0,319
,,47391.0,,380
12654.0,,23086.0,30758.0,139
1090.0,48698.0,40120.0,42386.0,34
31893.0,,46435.0,55563.0,68
50004.0,21739.0,45818.0,18859.0,11
,,59359.0,,434
4410.0,,21368.0,11938.0,20
,,4938.0,,576
,2355.0,64980.0,23558.0,26
12458.0,47702.0,63258.0,5824.0,187
,,64068.0,,190
,,41777.0,,922
,,42132.0,,945
,,17694.0,,575
,,13221.0,22830.0,198
17296.0,,21745.0,6049.0,265
,,28829.0,,856
,,8355.0,,493
,,33922.0,16822.0,578
17544.0,,48991.0,59459.0,105
39543.0,39469.0,18597.0,29886.0,15
,,54747.0,37072.0,612
61237.0,58124.0,62394.0,7283.0,170
,,34263.0,,549
,,59258.0,,603
,,63023.0,,103
35046.0,37249.0,13222.0,23785.0,28
,14695.0,8468.0,44425.0,64
,20556.0,35562.0,32554.0,236
,,61651.0,,76
,,26500.0,7085.0,635
15472.0,21750.0,,35384.0,207
37844.0,42022.0,,40582.0,55
57522.0,27444.0,67425.0,66068.0,65
36525.0,,63358.0,,528
49653.0,1880.0,,47839.0,451
22788.0,,37561.0,,523
43698.0,31702.0,56920.0,9620.0,14
,,59936.0,56541.0,382
,,10953.0,1344.0,397
,4061.0,53754.0,5579.0,333
13628.0,,12758.0,,648
,,26974.0,,595
,,67401.0,28674.0,438
,,62049.0,,195
,,49618.0,17741.0,40
,,27722.0,,646
,,31756.0,36456.0,799
,,23366.0,,540
11757.0,,23436.0,10845.0,86
,,,48595.0,715
424.0,35958.0,29383.0,15218.0,5
,,8098.0,,753
,,54.0,10561.0,519
,,63482.0,,381
52654.0,65313.0,49576.0,15282.0,17
11420.0,41337.0,45088.0,13043.0,17
,,43592.0,,320
34395.0,,12637.0,29601.0,115
,,30053.0,,366
,,100.0,,545
5962.0,,34338.0,51510.0,77
,,35290.0,66462.0,612
,,5953.0,,455
30061.0,59551.0,,38258.0,91
66676.0,21571.0,40787.0,38360.0,82
,,53662.0,30763.0,217
,,28314.0,13714.0,169
,,63171.0,,712
,,67589.0,62101.0,193
,,18775.0,47842.0,242
24725.0,,43780.0,,632
,7672.0,13647.0,42856.0,26
,,56138.0,,556
36201.0,,,,775
35896.0,,36961.0,46871.0,316
51506.0,,26374.0,65031.0,189
,19014.0,32896.0,5006.0,107
15113.0,54045.0,27893.0,44770.0,6
,,28973.0,,250
32018.0,30538.0,5358.0,48955.0,49
35046.0,1649.0,22490.0,61459.0,28
,,19407.0,,380
31739.0,51208.0,,48659.0,228
,,39071.0,,937
,,41888.0,,669
51582.0,,1896.0,12273.0,406
,,29811.0,,459
314.0,,,,766
26726.0,,34678.0,,579
,,51074.0,24274.0,454
,,16480.0,,618
27701.0,,5292.0,3651.0,300
60182.0,,28939.0,53832.0,95
,,67781.0,,718
,,59730.0,61032.0,248
,,65989.0,,197
,,39806.0,,434
55230.0,,6675.0,4995.0,150
,,21118.0,,732
,,1324.0,28466.0,281
,,4131.0,,554
,,64807.0,26647.0,519
24474.0,,62060.0,,379
,,6438.0,,75
,,18602.0,16838.0,40
48119.0,22717.0,7365.0,32109.0,38
54896.0,8845.0,8484.0,23240.0,3
23022.0,6989.0,,20619.0,85
,,23491.0,,295
19182.0,,55335.0,5597.0,415
,,29519.0,,744
62001.0,18085.0,9145.0,9484.0,1
62777.0,54615.0,46112.0,23520.0,43
34696.0,17983.0,,12176.0,192
,,55127.0,,681
,,40354.0,,350
,,24002.0,,503
,,,64484.0,722
,,36030.0,60895.0,199
66367.0,,60873.0,34973.0,247
7387.0,35434.0,62368.0,21980.0,61
41928.0,,45808.0,,436
,61130.0,55728.0,51401.0,26
52539.0,47780.0,65943.0,38126.0,152
6561.0,32284.0,36246.0,10353.0,5
,,9615.0,31726.0,267
,,30038.0,,618
,,19221.0,20287.0,13
,,21575.0,,469
,,53310.0,42509.0,151
,,44365.0,49200.0,172
,,60621.0,,793
14704.0,,10840.0,2143.0,124
,,53161.0,,273
61514.0,,428.0,,456
,,4125.0,,641
13303.0,,889.0,,297
,,24581.0,38880.0,382
,,33476.0,,791
53358.0,35563.0,,37722.0,483
,,65399.0,,113
40639.0,60804.0,11398.0,2484.0,117
50115.0,18255.0,39949.0,64328.0,82
,,21090.0,6131.0,120
36588.0,,19948.0,47159.0,449
,,34985.0,29729.0,726
,1840.0,22469.0,,287
,,53784.0,,336
,,12706.0,57911.0,13
,,1192.0,,488
,,29915.0,3202.0,806
,,11792.0,,336
,,18907.0,53400.0,217
,,7820.0,,517
,,31953.0,,492
,,56947.0,15166.0,367
,,40578.0,,527
30086.0,54408.0,43600.0,43373.0,69
,,11186.0,,906
,,10644.0,40802.0,275
53716.0,16605.0,26557.0,65478.0,31
,40871.0,33547.0,8885.0,64
,,19983.0,49054.0,232
18932.0,,29865.0,,304
,,22226.0,63056.0,215
,,56674.0,,463
,,12487.0,33302.0,166
16806.0,37390.0,2349.0,2307.0,127
65347.0,52167.0,6064.0,52556.0,45
23456.0,60764.0,615.0,37087.0,45
43698.0,43529.0,12747.0,9754.0,14
,,22403.0,62553.0,118
,,36306.0,,898
,,39745.0,3710.0,144
,,23891.0,,468
5510.0,31241.0,59391.0,26524.0,92
,,11640.0,,657
56182.0,,50913.0,,297
,,18264.0,,452
,,4304.0,,743
,,67369.0,,819
7514.0,60644.0,14369.0,33107.0,19
,,29368.0,52879.0,156
50799.0,60111.0,,46036.0,27
,,66700.0,,462
,,17177.0,41988.0,418
,,56911.0,,772
57066.0,,46060.0,53548.0,7
47799.0,,,,890
56696.0,,48498.0,34690.0,20
,,25599.0,21128.0,524
,,40950.0,16225.0,205
14582.0,56942.0,47023.0,6082.0,43
,,43495.0,1367.0,202
12024.0,7366.0,53727.0,27370.0,50
59319.0,,46560.0,10047.0,124
,,23541.0,,197
,60711.0,28592.0,22132.0,107
49182.0,260.0,,,354
,,8696.0,,641
,,4196.0,,618
,,11964.0,,513
,,48781.0,,623
,,36304.0,,769
7495.0,46035.0,53359.0,31311.0,38
,,52388.0,,794
,,10702.0,32909.0,157
,,47700.0,,567
,17041.0,53510.0,18660.0,343
,,7966.0,45996.0,418
,,55271.0,35745.0,13
,,26685.0,,279
991.0,,10675.0,30154.0,360
,,17335.0,,448
45641.0,,41107.0,63491.0,126
,,62090.0,51275.0,157
,,11539.0,,502
66706.0,25841.0,39009.0,49670.0,42
15118.0,6119.0,15222.0,48589.0,80
,,49.0,,902
,,13122.0,37700.0,591
45263.0,,6667.0,,430
,,43853.0,,264
,,55806.0,,149
,,47150.0,59678.0,741
,,35217.0,63914.0,104
,,10447.0,,552
,,39207.0,12079.0,147
,,59454.0,,945
,,52179.0,,362
,,43961.0,,927
2047.0,,23045.0,55493.0,37
,,8640.0,,559
,,,49959.0,689
62716.0,,47263.0,45575.0,7
33869.0,6832.0,16807.0,38191.0,2
34797.0,,39539.0,40720.0,68
64851.0,,51292.0,24000.0,105
9648.0,38939.0,,60775.0,134
,,45092.0,3918.0,120
,34858.0,47506.0,42347.0,12
32582.0,34467.0,6721.0,14834.0,62
5932.0,,64025.0,54644.0,150
35557.0,,60961.0,,223
,,24821.0,19685.0,308
23126.0,36331.0,10524.0,55104.0,10
51361.0,,27558.0,18748.0,408
,,31184.0,,350
8026.0,3610.0,11411.0,12235.0,313
,,149.0,22830.0,198
23080.0,29417.0,,35364.0,55
,,51624.0,23238.0,303
49285.0,19352.0,44606.0,60574.0,49
,,42215.0,13319.0,90
,,5044.0,,394
47361.0,11238.0,59272.0,54438.0,429
,,66078.0,,361
,,60986.0,15515.0,251
47578.0,14045.0,16300.0,12271.0,38
,,3945.0,,636
,,46838.0,,894
15189.0,21337.0,48385.0,56295.0,61
32230.0,,,49759.0,499
,18636.0,19860.0,18703.0,64
,,2075.0,,390
2580.0,,62900.0,4222.0,68
,,23680.0,,774
,,14941.0,,401
,52291.0,50689.0,57208.0,96
24369.0,33182.0,,51597.0,18
,,10233.0,,520
63478.0,,3236.0,8608.0,86
,36513.0,10136.0,23987.0,74
,,56272.0,,590
,,20285.0,36284.0,367
,,67028.0,,190
,,20116.0,63533.0,118
66642.0,60764.0,16386.0,32923.0,45
,,23274.0,,691
29091.0,,8174.0,35005.0,233
8545.0,53732.0,31038.0,15308.0,117
,,23358.0,16961.0,252
,3589.0,2159.0,31402.0,269
,,65359.0,55074.0,136
,39624.0,8468.0,55297.0,64
,23217.0,,55940.0,425
,48936.0,67140.0,9265.0,81
59932.0,,41269.0,,234
,,1150.0,,905
,,28978.0,51728.0,238
,49875.0,36006.0,15363.0,36
66995.0,684.0,41876.0,56879.0,15
24567.0,21919.0,,21027.0,378
63067.0,,51276.0,,478
,15237.0,30570.0,11587.0,64
,,11345.0,50579.0,518
,,45400.0,41247.0,104
17844.0,35566.0,,,354
32844.0,10111.0,,5256.0,27
,,19216.0,,75
19426.0,16498.0,6684.0,19945.0,24
,,32890.0,11555.0,806
,,65187.0,28471.0,216
25454.0,18813.0,32425.0,3989.0,34
,,46180.0,11620.0,147
,,49150.0,,588
,,42632.0,,872
50390.0,,39982.0,65238.0,316
6123.0,7679.0,53124.0,36756.0,14
66653.0,,6456.0,15335.0,412
17723.0,23233.0,49562.0,27.0,9
30602.0,39923.0,10676.0,60594.0,257
30701.0,1098.0,39844.0,34322.0,31
61114.0,42446.0,61762.0,11592.0,71
,,64639.0,30045.0,135
,,37710.0,,534
,,65022.0,61032.0,248
48210.0,,,,910
8571.0,20499.0,,65295.0,134
,,62935.0,,390
54105.0,,,,910
,,19672.0,,195
39311.0,43607.0,39285.0,57095.0,23
,30187.0,45872.0,21104.0,36
,,19547.0,,362
42534.0,7832.0,26623.0,36007.0,70
48775.0,67403.0,,30661.0,477
,,13465.0,58222.0,144
23418.0,,39363.0,54748.0,7
52289.0,10983.0,,,344
,,17037.0,,495
62777.0,8697.0,33949.0,36015.0,43
,,4163.0,,402
,,6378.0,10713.0,242
,,7766.0,,394
,18605.0,22117.0,16002.0,21
60530.0,,3828.0,62210.0,615
,,32922.0,42666.0,118
